__model__,F1,F2,F3,F4,C1,C2,C3
M2_PurePrior,1.1323529411764708,1.2352941176470589,1.0294117647058825,1.1323529411764708,0.823529411764706,0.823529411764706,0.823529411764706
M1_SemiPrior,1.1323529411764708,1.2352941176470589,1.0294117647058825,1.1323529411764708,0.823529411764706,0.823529411764706,0.823529411764706
M3_L2LR,0.11467236890944386,0.24160168700680865,0.040896147548169365,0.2193473948180075,0.026483000711088483,0.13792380760170778,0.38812405261639615
M4_RF,0.28064902299665606,0.1356208952517572,0.15233628906526653,0.1892894126744409,0.10303335670804033,0.014940473091526685,0.12413055021231229
